No.,Date,Time,Type,Lat,Long,Vessel,Vessel Status,Boarding,Damage to property,Damage to human life,Weapon,Port/ Out Side Port Limits,Country,Location,Summary
261,29.10.2021,13:40,General Alert,05.00,005.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,The MDAT-GoG has released a notice stating that they are aware of an increased threat of piracy
262,01.11.2021,16:34,General Alert,24.19,066.58,,,,,,,Open Sea,Pakistan,Indian Ocean,"A naval ships surface, anti- aircraft and depth charge live firing practice"
263,01.11.2021,16:34,General Alert,20.4650,039.00,,,,,,,Open Sea,Red Sea,Indian Ocean,A firing practice.
264,27.10.2021,08:37,General Alert,18.3440,-072.2080,Bulk,Berthed,No,Yes,No,Yes,Port,Haiti,Americas,Shots were fired at the bulk carrier by an unknown person from the shore. Five armed guards from the terminal who were onboard the bulk carrier retreated to the citadel with the crew.
265,01.11.2021,09:35,Robbery,04.2450,006.1550,Passenger Boat,Underway,Yes,No,No,Yes,Port,Nigeria,West Africa,One speedboat with eight armed robbers onboard approached the vessel and fired in the air forcing the passenger boat to stop. The robbers then boarded the boat and stole passenger's belongings and the 75HP engine.
266,04.11.2021,01:02,Robbery,01.15,104.0340,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Duty crew spotted two robbers onboard and raised the alarm. As a result, the perpetrators made their escape by jumping overboard empty handed."
267,03.11.2021,17:02,Robbery,01.1490,104.0107,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Duty crew spotted four unauthorised persons onboard and attempting to enter the steering gear room. Alarm raised and crew mustered resulting in the persons escaping.
268,09.11.2021,07:26,General Alert,05.00,005.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,MDAT-GoG has released a notice stating that they are aware of an increased threat of piracy.
269,11.11.2021,01:00,Piracy Attack,03.2322,005.4103,N/A,N/A,Yes,N/A,N/A,N/A,Open Sea,Gulf of Guinea,West Africa,A vessel was boarded approximately 50nm Southwest of Brass. Five crew members have been kidnapped.
270,12.11.2021,10:34,General Alert,04.27,005.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,The MDAT-GoG has released a notice stating that they are aware of an increased threat of piracy for the next twenty- four to forty-eight hours
271,12.11.2021,12:55,Robbery,01.0781,103.3290,Tug,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"One robber was spotted onboard the unmanned barge. All crew are reported as safe, one coil of towing rope and mooring rope were reported stolen."
272,15.11.2021,07:55,General Alert,24.4840,066.5737,,,,,,,Open Sea,Pakistan,Indian Ocean,A Live Firing Practice
273,08.11.2021,20:10,Robbery,-12.0096,-077.1159,Ro-Ro,Anchored,Yes,No,No,No,Port,Peru,Americas,"Three robbers, armed with knives were spotted close to the mooring station. A mooring rope had been stolen. "
274,17.11.2021,02:00,Robbery,13.44,121.0230,Utility,Anchored,Yes,No,No,No,Port,Philippines,South East Asia,"The duty crew spotted that the padlock on the Bosun store had been broken. Upon searching the store, they noticed that three grinders, two firefighting nozzles, one electric extension and one shackle had been stolen."
275,12.11.2021,N/A,Robbery,-06.0460,012.1870,Supply,Anchored,Yes,No,No,No,Port,Angola,West Africa,The robbers managed to board the vessel and steal mooring ropes unnoticed.
276,22.11.2021,00:40,Robbery,01.1619,104.1321,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Duty crew spotted two robbers onboard. The master confirmed that all crew were safe and that nothing had been stolen.
277,18.11.2021,20:20,Robbery,22.47,070.02,Cargo,Anchored,Yes,Yes,No,No,Port,India,Indian Ocean,"The duty officer spotted two robbers onboard and raised the alarm which resulted in the perpetrators escaping in a small boat. The investigation confirmed that three padlocks to the damage control room, deck store and bosun store had been broken but that nothing had been stolen. "
278,23.11.2021,15:10,General Alert,24.51.10,066.4520,,,,,,,Open Sea,Pakistan,Indian Ocean,A Firing practice with live ammunition
279,24.11.2021,08:35,General Alert,05.00,005.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,The MDAT-GoG has released a notice stating that they are aware of an increased threat of piracy for the next 48 hours 
280,25.11.2021,00:20,Robbery,01.1403,104.0252,Bulk,Underway,No,No,No,No,Port,Singapore Straits,South East Asia,Three robbers were spotted boarding the vessel. Nothing has been reported stolen.
281,24.11.2021,N/A,General Alert,03.3414,006.3002,,,No,Yes,Yes,Yes,Open Sea,Gulf of Guinea,West Africa,"The  frigate Esbern Snare made attempts to hail the motorboat to instruct and allow the Frogman to board, when no response was received, the Danish Soldiers fired warning shots which immediately resulted in the suspected pirates returning fire. The Danish Soldiers reacted in self-defence and returned fire. The reports state that the pirate motorboat was sunk with five pirates being hit. Four were confirmed as killed and one injured."
282,24.11.2021,23:59,Robbery,-06.0105,106.5406,Container,Anchored,Yes,No,No,No,Port,Indonesia,South East Asia,The robbers managed to board and stole engine spares before escaping unnoticed.
283,28.11.2021,07:10,General Alert,24.3602,063.1503,,,,,,,Open Sea,Pakistan,Indian Ocean,"A naval ships surface, anti- aircraft live firing practice."
284,29.11.2021,04:00,Robbery,01.1460,104.0170,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Four robbers boarded the bulk carrier and were able to escape with items of engine spares.
285,01.12.2021,0:38,Robbery,1.1415,104.0312,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,An attempted robbery occurred on a Korean flagged bulk carrier. All Reported safe and nothing was stolen.
286,25.11.2021,3:00,Robbery,1.158,104.1268,Tanker,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Robbers were able to board the vesssel, steal items of engine spares and escape unnoticed. The theft was discovered by duty crew on routine rounds."
287,02.12.2021,15:20,General Alert,24.19,66.58,,,,,,,Open Sea,Pakistan,Indian Ocean,A Live Firing Practice
288,23.11.2021,1:00,Robbery,18.2997,-72.2355,Container,Drifiting,Yes,No,Yes,Yes,Port,Haiti,Americas,"Three robbers armed with knives and a gun, boarded the vessel and attacked duty crew members causing injuries. The robbers escaped with stolen items of ship's property."
289,02.12.2021,20:30,Robbery,1.023,103.3854,Bulk,Underway,No,No,No,No,Port,Singapore Straits,South East Asia,The duty crew spotted four robbers throwing ropes with hooks over in an attempt to board the vessel. The robbers aborted their attempts once the alarm had been raised.
290,03.12.2021,19:30,Robbery,-12.0032,-77.1209,Tanker,Underway,Yes,No,No,Yes,Port,Peru,Americas,"Three robbers armed with knives were spotted on the forecastle by duty crew. The alarm was raised and the crew mustered, which resulted in the perpetrators escaping empty handed."
291,07.12.2021,19:25,General Alert,1.0333,103.3616,Tug,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Three robbers were spotted onboard the unmanned barge, whilst two additional perpetrators waited in a sampan that was tied alongside the barge After being sighted the robbers made their escape empty handed."
292,07.12.2021,1:23,General Alert,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Port,Syria,Europe,"The local media has reported that Israeli warplanes fired missiles on the port of the coastal city of Latakia. As per information several missiles struck the containers area in the port, setting some of them on fire."
293,10.12.2021,20:08,Robbery,18.3404,-72.2009,Bulk,Berthed,Yes,No,No,Yes,Port,Haiti,Americas,"Three robbers had managed to board the vessel using a hook attached to a piece of bamboo.When the robbers saw the crew member they pointed a gun at him, the crew member shouted and reported the boarding over his radio, another crew member came to assist but was also threatened with the gun. The Captain reported the incident to the relevant authorities and three armed port security guards arrived on the scene which resulted in the robbers jumping overboard and the armed guards firing their weapons towards the robbers. No crew were injured during this incident."
294,13.12.2021,14:25,General Alert,5,5,N/A,N/A,N/A,N/A,N/A,N/A,Port,Gulf of Guinea,West Africa,MDAT-GoG has released a noGce staGng that they are aware of an increased threat of piracy within an area
295,13.12.2021,14:27,Piracy Attack,3.1141,7.4902,Cargo,Underway,Yes,No,Yes,Yes,Open Sea,Gulf of Guinea,West Africa,"A cargo vessel was boarded by pirates whilst underway approximately 89nm southeast of Bonny, Nigeria. Six crew members were kidnapped. A message was received to confirm that all pirates had departed and that a crew member had been injured during this incident."
296,05.12.2021,0:06,Robbery,3.5342,-77.0373,Tanker,Anchored,Yes,No,No,No,Port,Columbia,Americas,The robbers managed to board the vessel and escape with the ship's stores without being spoOed.
297,13.12.2021,2:00,Robbery,0.1704,9.304,Offshore,Anchored,Yes,No,No,Yes,Port,Gabon,West Africa,Five robbers armed with automatic rifles boarded the cargo vessel which resulted in the crew retreating to the citadel Nothing was reported stolen.
298,13.12.2021,2:35,Suspicious Approach,0.1715,9.25,Tanker,Anchored,No,No,No,No,Port,Gabon,West Africa,"A small boat with 12 persons onboard came within 15 meters of the tanker. The crew members shouted and used their flashlights towards the suspicious boat, which resulted in the perpetrators aborting their approach."
299,15.12.2021,8:25,General Alert,27.0652,56.2554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Strait of Hormuz,Indian Ocean,"A live firing practice, both air to surface and surface to air."
300,15.12.2021,23:32,Robbery,1.1266,103.3317,Tug,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Up to eleven robbers had boarded the barge from ten sampans, and had stolen items of scrap metal. The crew were reported safe and the tug boat conNnued towing the barge to Penang."
301,16.12.2021,8:44,General Alert,2.3,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gulf of Guinea,West Africa,Aware of an increased threat of piracy for the next 24 to 36 hours within an area
302,15.12.2021,21:30,Piracy Attack,2,9.35,Cargo,Underway,No,No,Yes,Yes,Open Sea,Equatorial Guinea,West Africa,The vessel was fired upon by pirates whilst transiOng between Bata and Malabo. Navy personnel engaged with the pirates before the pirates ended the approach. One Navy personnel was injured in the shooOng.
303,21.12.2021,9:00,General Alert,3.5342,-77.0373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gulf of Guinea,West Africa,An increased threat of piracy activity in the following area for the next 24 to 48 hours.
304,19.12.2021,0:20,Robbery,1.1446,104.034,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Four unauthorised persons boarded a bulk carrier whilst underway in the eastbound lane of the Traffic Separation Scheme. No items were stolen, and all ship’s crew are safe."
305,21.12.2021,9:00,General Alert,11.17,49.1,Port,N/A,N/A,Yes,N/A,Yes,Port,Somalia,Indian Ocean,"The fighting allegedly involving rival military factions in the vicinity of the Puntland Security Forces (PSF) compound, located nearby Bender Qassim International Airport (BSA). The casualty toll is currently unclear."
306,23.12.2021,N/A,General Alert,24.19,66.58,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Pakistan,Indian Ocean,A live firing practice will take place between 0900 to 1100 UTC on 24th December 2021
307,20.12.2021,19:00,Robbery,1.18,106.148,Bulk,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,"Four persons armed with knives boarded a bulk carrier underway, entered the engine room and threatened the duty engineer, who escaped and notified the bridge. All crew are safe. Engine spares reported stolen."
308,25.12.2021,9:00,General Alert,25.0588,62.2227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pakistan,Indian Ocean,A Firing practice with live ammunition.
309,25.12.2021,N/A,General Alert,21.06,38.585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Red Sea,Indian Ocean,A firing practice.
310,27.12.2021,8:00,General Alert,25.0588,66.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pakistan,Indian Ocean,A firing practice.
311,23.12.2021,5:30,Robbery,1.1595,104.131,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Six perpetrators boarded the ship but later escaped in a sampan. Nothing was stolen. All crew reported safe.
312,26.12.2021,21:25,Robbery,1.1528,104.0542,General,N/A,Yes,No,No,No,Port,Singapore Straits,South East Asia,The master of the ship conducted a search on board the ship and reported no further sighEng of the four perpetrators. Nothing was stolen. The crew was safe.
313,28.12.2021,3:21,General Alert,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Port,Syria,Europe,"Big explosions and fires raginged throughout the port of Latakia, a few of them apparently brought on by secondary blasts from the missiles inflicting Iranian munitions to detonate."
314,29.12.2021,4:00,General Alert,24.19,66.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pakistan,Indian Ocean,A firing practice.
315,25.12.2021,0:52,Robbery,6.19,-10.51,N/A,Anchored,No,No,No,No,Port,Liberia,West Africa,An attempted robbery occurred on an anchored vessel at Monrovia anchorage. No casualLes or stolen items were reported.
316,19.12.2021,12:00,Robbery,1.1419,104.0833,Tanker,Berthed,Yes,No,No,No,Port,Indonesia,South East Asia,"The theft was discovered only on 23 December 2021 when the crew carried out a routine safety round on deck prior to berthing at the next port, at Lubuk Gaung, Indonesia. Four pieces of fire nozzles and four pieces of fire hoses were reported missing. All crew reported safe."
317,23.12.2021,10:55,Piracy Attack,2.2505,-80.0805,Container,Underway,No,No,No,Yes,Port,Ecuador,West Africa,A container ship while underway was approached and fired upon by an unknown number of armed persons in a speedboat.
318,24.12.2021,0:55,Robbery,-12.0164,-77.1218,Bulk,Anchored,Yes,Yes,No,Yes,Port,Peru,Americas,"Seven robbers in a wooden boat approached an anchored bulk carrier. Three robbers armed with knives boarded the ship, broke into the forecastle store, stole ship’s stores and threatened the crew on routine rounds."
319,30.12.2021,3:00,Piracy Attack,1.34,9.05,Fishing,N/A,Yes,No,Yes,Yes,Open Sea,Equatorial Guinea,West Africa,"The attack is reported to have occurred within territorial waters on a fishing vessel. One crew member was killed and six crew members have been kidnaped, including the Captain."
320,31.12.2021,10:00,Robbery,1.1127,103.3305,Tug,Underway,Yes,No,No,No,Port,Straits of Malacca,South East Asia,"While the master moved the tug boat closer to the barge, the Chief Engineer and AB spoHed a perpetrator on the barge. The perpetrator escaped immediately upon being spoHed empty handed."
,,,,,,,,,2022,,,,,,
SM 001/01,03.01.2021,4:00,General Alert,24.3602,63.1503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pakistan,Indian Ocean,"Naval ships will carry out surface and anti-aircraft live firing practice between 04:00 to 17:00 UTC from 03-07, 10-14, 17-21, 24-28 and 31 January 2022"
SM 002/01,03.01.2022,21:50,Hijacking,15.31,42.12,Cargo,N/A,No,No,No,No,Open Sea,Red Sea,Indian Ocean,The Iran-aligned Houthi movement that controls most of northern Yemen hijacked a United Arab Emirates-flagged cargo vessel carrying hospital equipment off the western Yemeni port of Hodeidah.
SM 003/01,05.01.2022,13:44,Suspicious Approach,15.36,41.55,N/S,N/S,No,No,No,No,Open Sea,Red Sea,Indian Ocean,A vessel approached by an unknown craft about 30nm West of port Saleef.
SM 004/01,08.01.2022,4:00,General Alert,24.243,66.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pakistan,Indian Ocean,"Firing Practice will take place between 04:00 to 17:00 UTC from 10-14, 17-21, 24-28, and 31 January 2022"
SM 005/01,09.01.2022,5:00,Robbery,6.2051,-10.4818,Tanker,N/A,Yes,No,No,No,Port,Liberia,West Africa,A theft was committed on a tanker. One outboard motor and a fuel tank were stolen.
SM 006/01,07.01.2022,18:42,Robbery,1.1655,104.1654,Tanker,Underway,Yes,No,No,Yes,Open Sea,Singapore Straits,South East Asia,Four robbers armed with a long knife were spotted on the poop deck.
SM 007/01,08.01.2022,3:20,Robbery,1.1631,104.1632,Tanker,Underway,Yes,No,No,No,Open Sea,Singapore Straits,South East Asia,"A crude oil tanker was boarded by four perpetrators while underway along the Eastbound lane of Traffic Separation Scheme, Singapore Strait."
SM 008/01,08.01.2022,5:40,Robbery,1.161,104.1357,Tanker,Underway,Yes,No,No,No,Open Sea,Singapore Straits,South East Asia,"A  tanker was boarded by four perpetrators while underway along the Eastbound lane of Traffic Separation Scheme, Singapore Strait."
SM 009/01,11.01.2022,N/A,General Alert,23.5145,59.4736,N/S,N/S,No,No,No,No,Open Sea,Gulf of Oman,Indian Ocean,A vessel suspicious approached by 8 white hulled unknown craft. The craft showed interest in the vessel and then departed.
SM 010/01,03.01.2022,22:45,Robbery,22.4678,70.0379,Tanker,Anchored,Yes,No,No,No,Port,India,Indian Ocean,Three perpetrators boarded the vessel whilst at the anchorage and stole a total of 40 items.
SM 011/01,10.01.2022,22:00,Robbery,1.1346,103.3209,Tanker,Underway,No,No,No,No,Open Sea,Singapore Straits,South East Asia,A sampan with five perpetrators attempted to board the vessel.
SM 012/01,15.01.2022,9:24,General Alert,3.33,3.35,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Gulf of Guinea,West Africa,An increased threat of piracy activity for the next 48 hours
SM 013/01,10.01.2022,9:15,Robbery,0.0109,-50.5907,Bulk,Anchored,Yes,No,No,Yes,Port,Brazil,Americas,Three robbers armed with guns and knives boarded vessel.  The robbers pointed their guns at the mustered crew as they lowered ship’s stores into a waiting boat.
SM 014/01,17.01.2022,9:15,General Alert,N/A,N/A,N/A,N/A,N/A,Yes,Yes,?,Port,UAE,Indian Ocean,Houthi drones triggered blasts in Abu Dhabi’s main international airport and a nearby industrial area.
SM 015/01,17.01.2022,9:50,General Alert,3.542,1.0629,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Gulf of Guinea,West Africa,Increased threat of piracy activity.
SM 016/01,18.01.2022,15:00,General Alert,3.5929,5.3321,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Gulf of Guinea,West Africa,Increased threat of piracy activity.
SM 017/01,20.01.2022,N/A,Suspicious Approach,12.0945,44.1637,Tanker,N/S,No,No,No,No,Open Sea,Gulf of Aden,Indian Ocean,The UKMTO has reported that a chemical Tanker has reported 3 small boats in the vicinity of 12 09N 044 19E. Additionally 1 larger vessel within 3 NM.
SM 018/01,24.01.2022,4:15,General Alert,N/S,N/S,N/A,N/A,N/A,N/A,N/A,N/A,Port,UAE,Indian Ocean,"the UAE air defense had intercepted and destroyed 2 ballistic missiles, which had been launched from Yemen towards Abu Dhabi airbase, by the Houthi faction."
SM 019/01,19.01.2022,AM,Robbery,N/S,N/S,Fishing,Underway,Yes,No,No,No,Port,Nigeria,West Africa,"While operating in Brass River entry, Bayelsa state, several fishing boats were attacked by criminals on-board a speedboat. The criminals stole the fishing boat’s outboard engines then escaped offshore"
SM 020/01,23.01.2022,0:25,Robbery,-8.47,13.14,Passener Boat,Anchored,Yes,Yes,No,No,Port,Angola,West Africa,Robbers managed to break padlocks with bar then collected several vessel’s equipment.
SM 021/01,24.01.2022,17:50,General Alert,4.1132,2.0753,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Ghana,West Africa,"The MDAT-GoG has made aware: Information received from some local fishermen along the western Coast of Ghana indicates a group of people have reportedly put to sea a local fishing boat with a high-powered outboard motor in the early hours of today, 24 January 2022."
SM 022/01,19.01.2022,20:10,Robbery,21.211,72.1843,Tug,Underway,Yes,Yes,No,No,Port,India,Indian Ocean,Three or four perpetrators had boarded the unmanned barge towed by the tug boat while underway. it was discovered that the lock of the living space was broken and belongings were scattered. 
SM 023/01,23.01.2022,0:40,Robbery,-12.008,-77.128,Bulk,Anchored,Yes,No,No,No,Port,Peru,Americas,"Three unidentified persons boarded an anchored bulk carrier. General alarm was raised, and crew mustered. Upon hearing the alarm and seeing the alerted crew, the unauthorised persons escaped. Nothing stolen and Crew safe."
SM 024/01,25.01.2022,16:31,Hijacking,4.2248,-4.1024,N/S,N/S,,,,,Open Sea,Gulf of Guinea,West Africa,"Attack occurred on a vessel. 
UPDATE 1: Incident upgraded to suspected hijacking.
UPDATE 2: Incident completed at 25.02.2022/10:21UTC. Vessel and crew are reported safe."
SM 025/01,25.01.2022,6:10,Robbery,10.163,-64.347,Bulk,Anchored,Yes,No,No,No,Port,Venezuela,Americas,"Two robbers boarded an anchored bulk carrier. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped with stolen ships properties and stores."
SM 026/01,25.01.2022,,General Alert,20.465,39,N/A,N/A,N/A,N/A,N/A,N/A,Port,Red Sea,Indian Ocean,"Firing Practice will take place between 04:00 to 17:00 UTC from 10-14, 17-21, 24-28, and 31 January 2022."
SM 027/01,28.01.2022,9:19,General Alert,3.3,6,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Gulf of Guinea,West Africa,There is an increased threat of piracy activity.
SM 028/01,29.01.2022,1:30,Robbery,-8.47,13.14,Passener Boat,Anchored,N/S,No,No,No,Port,Angola,West Africa,A robbery occurred on two passenger ships whilst at Luanda Port Area during the night.
SM 029/01,29.01.2022,9:00,General Alert,1.1222,8.4116,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Equatorial Guinea,West Africa,There is an increased threat of piracy activity.
SM 030/01,30.01.2022,4:00,General Alert,24.1633,65.0001,N/A,N/A,N/A,N/A,N/A,N/A,Open Sea,Pakistan,Indian Ocean,"Surface, anti-aircraft and depth charge live firing practice between 0400 to 1700 UTC 01-04, 07-11, 14-18, 21-25, and 28th FEB 2022"
SM 031/01,24.01.2022,23:15,Hijacking,4.227,-4.105,Tanker,Drifting,Yes,No,No,Yes,Open Sea,Ivory Coast,West Africa,"Around 9-11 pirates armed with guns boarded and hijacked a drifting tanker. All taken hostage detained initially on the bridge and then moved to the crew mess room. They then navigated the tanker using their own GPS equipment to rendezvous with the off take vessel. While enroute the bosun was told to prepare the manifold. Once the tanker was alongside the off take vessel the chief officer and bosun were told to commence discharge operations. After around six hours the cargo operations were stopped. The pirates disembarked and escaped with part of the tanker's cargo as well as ship's and crew cash, crew personal belongings and ship's properties before escaping. All crew reported safe."
SM 032/01,22.01.2022,4:28,Robbery,1.1024,103.2842,Tug,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"A tug was boarded by two perpetrators when transiting along the eastbound lane of TSS, Singapore Strait.
"
SM 033/01,24.01.2022,6:30,Suspicious Approach,5.2442,81.3621,Pleasure Craft,N/S,No,No,No,No,Open Sea,Sri Lanka,Indian Ocean,Up to 6 perpetrators  onboard a skiff approached the Pleasure Craft and closed to 200m.
SM 034/01,20.01.2022,N/A,Hijacking,N/A,N/A,Passener Boat,Underway,Yes,No,Yes,Yes,Open Sea,Papua New Guinea,South East Asia,"A boat of eight passengers were hijacked by pirates while underway in waters off Pik Island, Madang, Papua New Guinea. Preaprators were armed with offensive weapons, wounded the skipper and took away the boat engine, leaving passengers afloat in the open sea. One of the passengers is dead and six are still missing while a survivor is recovering in hospital."
SM 035/01,29.01.2022,N/A,Piracy Attack,N/A,N/A,Passener Boat,Underway,No,,No,Yes,Open Sea,Gulf of Guinea,West Africa,A passenger ferry was attacked on 29th January 2022 in the Gulf of Guinea. The ferry is known to transit between Bata in Equatorial Guinea (EG) and the capital city of Malabo on the Island of Bioko. The report says the vessel was fired upon by unknown assailants but the attack was repelled by EG naval personnel. Currently the report has not been confirmed yet.
SM 036/01,24.01.2022,23:16,Robbery,22.0187,88.0509,Bulk,Berthed,Yes,No,No,No,Port,India,Indian Ocean,Robbers boarded a berthed bulk carrier and escaped with ship's engine spares.
SM 001/02,02.02.2022,1:16,Robbery,4.54,1.414,Container,Anchored,,,,,Open Sea,Ghana,West Africa,A robbery occurred on a container vessel whilst at Takoradi anchorage. The incident was reported to port authorities.
SM 002/02,01.02.2022,20:35,Robbery,3.5446,98.4717,Bulk,Anchored,Yes,No,No,No,Port,Indonesia,West Africa,"Three robbers armed with knives boarded an anchored bulk carrier using a hook attached to a rope. Upon hearing the alarm and seeing the crew alertness, the robbers escaped. A search was made throughout the ship. Ship's properties were reported stolen."
SM 003/02,05.02.2022,10:45,Suspicious Approach,25.2,56.32,M/T,N/S,No,No,No,No,Open Sea,UAE,Indian Ocean,A small boat with two persons on board came alongside his vessel with diving suits on. The MT raised the alarm and the boat departed the area. Vessel and crew are safe
SM 004/02,08.02.2022,6:11,General Alert,3.15,6.1,No,No,No,No,No,No,Open Sea,Gulf of Guinea,West Africa,An increased threat of piracy activity.
SM 005/02,01.02.2022,21:40,Robbery,5.4722,118.0152,Tanker,Berthed,Yes,Yes,No,No,Port,Malaysia,South East Asia,AB on routine rounds onboard a berthed tanker noticed an unidentified person near the forecastle store and immediately notified the OOW. It was reported that the forecastle store was broken into and  the ship’s stores were stolen.
SM 006/02,02.02.2022,19:15,Robbery,N/A,N/A,Bulk,Berthed,Yes,No,No,No,Port,Durban,Indian Ocean,"Robbers boarded a berthed bulk carrier, stole cash and crew personal belongings and escaped unnoticed."
SM 007/02,04.02.2022,7:00,Robbery,-12.015,-77.132,Bulk,Anchored,Yes,No,No,Yes,Port,Peru,Americas,"three robbers armed with knives boarded an anchored bulk carrier. They took hostage the duty crew and tied him up.  Seeing the alerted crew, the robbers escaped in a waiting boat. Ship's stores reported stolen."
SM 008/02,08.02.2022,,General Alert,21.06,38.585,No,No,No,No,No,No,Open Sea,Red Sea,Indian Ocean,A Firing Practice
